canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,target_chembl_id,type,units,value
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)NC(CS)Cc2ccccc2)C[C@H]1C(=O)O,CHEMBL329801,7.37,IC50,nM,43.0,CHEMBL1808,IC50,nM,43.0
N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)O,CHEMBL89956,,IC50,nM,1995262.31,CHEMBL1808,Log 1/IC50,,2.7
O=C(O)CN1CCCCC(NC(CCc2ccccc2)C(=O)O)C1=O,CHEMBL85175,6.16,IC50,nM,700.0,CHEMBL1808,IC50,M,7E-7
O=C(O)CN1CCCCC(NC(CCc2ccccc2)C(=O)O)C1=O,CHEMBL85175,7.72,IC50,nM,19.0,CHEMBL1808,IC50,M,1.9E-8
O=C(O)CN1CCCCC[C@H](N[C@@H](CCc2ccccc2)C(=O)O)C1=O,CHEMBL2114219,8.70,IC50,nM,2.0,CHEMBL1808,IC50,M,2E-9
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@H](NC(=O)C(CS)Cc2ccccc2)C[C@H]1C(=O)O,CHEMBL88328,6.60,IC50,nM,253.0,CHEMBL1808,IC50,nM,253.0
CC(C)C[C@H](NC(=O)CN)C(=O)O,CHEMBL56119,,IC50,nM,2511886.43,CHEMBL1808,Log 1/IC50,,2.6
CSCC[C@H](NC(=O)CN)C(=O)O,CHEMBL330552,,IC50,nM,1412537.54,CHEMBL1808,Log 1/IC50,,2.85
C[C@H](N)C(=O)NCC(=O)O,CHEMBL94250,,IC50,nM,2511886.43,CHEMBL1808,Log 1/IC50,,2.6
N[C@@H](CO)C(=O)NCC(=O)O,CHEMBL90610,,IC50,nM,8511380.38,CHEMBL1808,Log 1/IC50,,2.07
NCC(=O)N[C@@H](CC(=O)O)C(=O)O,CHEMBL91392,,IC50,nM,9120108.39,CHEMBL1808,Log 1/IC50,,2.04
C[C@H](N)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL414828,4.38,IC50,nM,42000.0,CHEMBL1808,IC50,M,0.000042
C[C@H](O)[C@H](N)C(=O)NCC(=O)O,CHEMBL328594,,IC50,nM,10000000.0,CHEMBL1808,Log 1/IC50,,2.0
NC1CCCN(CC(=O)O)C1=O,CHEMBL314707,,IC50,nM,1700000.0,CHEMBL1808,IC50,M,0.0017
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@H](OC(=O)NC(CS)Cc2ccccc2)C[C@H]1C(=O)O,CHEMBL422419,6.30,IC50,nM,506.0,CHEMBL1808,IC50,nM,506.0
C[C@H](N)C(=O)N[C@@H](C)C(=O)O,CHEMBL17697,,IC50,nM,616595.0,CHEMBL1808,Log 1/IC50,,3.21
O=C(O)CN1CCCC(NC(CCc2ccccc2)C(=O)O)C1=O,CHEMBL314706,6.37,IC50,nM,430.0,CHEMBL1808,IC50,M,4.3E-7
O=C(O)CN1CCCC(NC(CCc2ccccc2)C(=O)O)C1=O,CHEMBL314706,5.77,IC50,nM,1700.0,CHEMBL1808,IC50,M,0.0000017
NC1CCCCCN(CC(=O)O)C1=O,CHEMBL84966,,IC50,nM,440000.0,CHEMBL1808,IC50,M,0.00044
C[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)O,CHEMBL93178,,IC50,nM,380189.4,CHEMBL1808,Log 1/IC50,,3.42
NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,CHEMBL330038,,IC50,nM,7079457.84,CHEMBL1808,Log 1/IC50,,2.15
C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)O,CHEMBL17503,,IC50,nM,3801893.96,CHEMBL1808,Log 1/IC50,,2.42
NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CHEMBL299889,,IC50,nM,630957.34,CHEMBL1808,Log 1/IC50,,3.2
CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CHEMBL56923,5.70,IC50,nM,1995.26,CHEMBL1808,Log 1/IC50,,5.7
NC(N)=NCCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CHEMBL92255,,IC50,nM,229086.77,CHEMBL1808,Log 1/IC50,,3.64
NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CHEMBL53400,,IC50,nM,208929.61,CHEMBL1808,Log 1/IC50,,3.68
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,CHEMBL327588,,IC50,nM,5888436.55,CHEMBL1808,Log 1/IC50,,2.23
C[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CHEMBL91792,5.00,IC50,nM,10000.0,CHEMBL1808,Log 1/IC50,,5.0
NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)O,CHEMBL96806,,IC50,nM,3235936.57,CHEMBL1808,Log 1/IC50,,2.49
C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,CHEMBL316103,,IC50,nM,457088.19,CHEMBL1808,Log 1/IC50,,3.34
CSCC[C@H](N)C(=O)NCC(=O)O,CHEMBL90972,,IC50,nM,4786300.92,CHEMBL1808,Log 1/IC50,,2.32
O=C(O)CN1CCC(NC(CCc2ccccc2)C(=O)O)C1=O,CHEMBL86891,4.92,IC50,nM,12000.0,CHEMBL1808,IC50,M,0.000012
O=C(O)CN1CCC(NC(CCc2ccccc2)C(=O)O)C1=O,CHEMBL86891,4.72,IC50,nM,19000.0,CHEMBL1808,IC50,M,0.000019
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C(CS)Cc2ccccc2)C[C@H]1C(=O)O,CHEMBL312918,7.38,IC50,nM,42.0,CHEMBL1808,IC50,nM,42.0
O=C(O)CN1CCCCC[C@@H](N[C@H](CCc2ccccc2)C(=O)O)C1=O,CHEMBL3350294,7.04,IC50,nM,92.0,CHEMBL1808,IC50,M,9.2E-8
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL578,,IC50,nM,1.2,CHEMBL1808,IC50,nM,1.2
C[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CHEMBL94016,4.06,IC50,nM,87096.36,CHEMBL1808,Log 1/IC50,,4.06
CC[C@H](C)[C@H](NC(=O)CN)C(=O)O,CHEMBL55433,,IC50,nM,1202264.43,CHEMBL1808,Log 1/IC50,,2.92
C[C@H](CS)C(=O)N1C[C@@H](NC(=O)C(CS)Cc2ccc(-c3ccccc3)cc2)C[C@H]1C(=O)O,CHEMBL89547,6.16,IC50,nM,696.0,CHEMBL1808,IC50,nM,696.0
CC(C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CHEMBL91777,5.80,IC50,nM,1584.89,CHEMBL1808,Log 1/IC50,,5.8
NC(N)=NCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CHEMBL91160,4.80,IC50,nM,15848.93,CHEMBL1808,Log 1/IC50,,4.8
O=C(O)CN1CCCCCCC(NC(CCc2ccccc2)C(=O)O)C1=O,CHEMBL86915,5.89,IC50,nM,1300.0,CHEMBL1808,IC50,M,0.0000013
O=C(O)CN1CCCCCCC(NC(CCc2ccccc2)C(=O)O)C1=O,CHEMBL86915,8.09,IC50,nM,8.1,CHEMBL1808,IC50,M,8.1E-9
CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CHEMBL8486,4.28,IC50,nM,52480.75,CHEMBL1808,Log 1/IC50,,4.28
NCC(=O)N[C@@H](CCC(=O)O)C(=O)O,CHEMBL314532,,IC50,nM,5370317.96,CHEMBL1808,Log 1/IC50,,2.27
C[C@H](CS)C(=O)N1C[C@@H](NC(=O)C(CS)Cc2ccccc2)C[C@H]1C(=O)O,CHEMBL328327,7.06,IC50,nM,87.0,CHEMBL1808,IC50,nM,87.0
N=C(N)NCCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O,CHEMBL291636,,IC50,nM,912010.84,CHEMBL1808,Log 1/IC50,,3.04
N[C@@H](CC(=O)O)C(=O)NCC(=O)O,CHEMBL421171,,IC50,nM,14125375.45,CHEMBL1808,Log 1/IC50,,1.85
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL1560,7.64,IC50,nM,23.0,CHEMBL1808,IC50,nM,23.0
C[C@H](CS)C(=O)N1C[C@@H](NC(=O)NC(CS)Cc2ccccc2)C[C@H]1C(=O)O,CHEMBL330316,6.83,IC50,nM,147.0,CHEMBL1808,IC50,nM,147.0
NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CHEMBL299759,4.52,IC50,nM,30199.52,CHEMBL1808,Log 1/IC50,,4.52
C[C@H](NC(=O)CN)C(=O)O,CHEMBL91241,,IC50,nM,1995262.31,CHEMBL1808,Log 1/IC50,,2.7
N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)O,CHEMBL90452,,IC50,nM,6309573.44,CHEMBL1808,Log 1/IC50,,2.2
CC(C)C[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(=O)O,CHEMBL90260,,IC50,nM,3235936.57,CHEMBL1808,Log 1/IC50,,2.49
NC1CCCCN(CC(=O)O)C1=O,CHEMBL316374,,IC50,nM,480000.0,CHEMBL1808,IC50,M,0.00048
NC(=O)CC[C@H](N)C(=O)NCC(=O)O,CHEMBL90670,,IC50,nM,7413102.41,CHEMBL1808,Log 1/IC50,,2.13
C[C@H](NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)O,CHEMBL328471,,IC50,nM,457088.19,CHEMBL1808,Log 1/IC50,,3.34
CC(C)C[C@H](N)C(=O)NCC(=O)O,CHEMBL55711,,IC50,nM,8709635.9,CHEMBL1808,Log 1/IC50,,2.06
N[C@@H](CCC(=O)O)C(=O)NCC(=O)O,CHEMBL421361,,IC50,nM,10000000.0,CHEMBL1808,Log 1/IC50,,2.0
NC(N)=NCCC[C@H](N)C(=O)N1CCC[C@@H]1C(=O)O,CHEMBL90575,,IC50,nM,181970.09,CHEMBL1808,Log 1/IC50,,3.74
CC(C)[C@H](N)C(=O)NCC(=O)O,CHEMBL301546,,IC50,nM,1096478.2,CHEMBL1808,Log 1/IC50,,2.96
CC[C@H](C)[C@H](N)C(=O)NCC(=O)O,CHEMBL301979,,IC50,nM,1202264.43,CHEMBL1808,Log 1/IC50,,2.92
NCC(=O)N[C@@H](CO)C(=O)O,CHEMBL90973,,IC50,nM,3801893.96,CHEMBL1808,Log 1/IC50,,2.42
O=C(O)CNC(=O)[C@@H]1CCCN1,CHEMBL59426,,IC50,nM,16982436.52,CHEMBL1808,Log 1/IC50,,1.77
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL577,8.92,IC50,nM,1.2,CHEMBL1808,IC50,M,1.2E-9
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL578,5.92,IC50,nM,1200.0,CHEMBL1808,IC50,uM,1.2
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL1560,6.52,IC50,nM,300.0,CHEMBL1808,I 50,nM,300.0
NCCCCC(NC(=O)C1CCC1)C(=O)NC(Cc1ccccc1)C(=O)CCC(=O)N1CCCC1C(=O)O.O=C(O)C(F)(F)F,CHEMBL274550,8.15,IC50,nM,7.0,CHEMBL1808,I 50,nM,7.0
CC(CC(=O)C(Cc1ccccc1)NC(=O)C(CCCCN)NC(=O)C1CCC1)C(=O)N1CCCC1C(=O)O.O=C(O)C(F)(F)F,CHEMBL10521,8.52,IC50,nM,3.0,CHEMBL1808,I 50,nM,3.0
O=C(N[C@@H](Cc1ccccc1)C(=O)CCC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,CHEMBL435360,7.16,IC50,nM,70.0,CHEMBL1808,I 50,nM,70.0
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL577,8.92,IC50,nM,1.2,CHEMBL1808,IC50,uM,0.0012
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL1560,7.60,IC50,nM,25.0,CHEMBL1808,IC50,uM,0.025
CC(C)CCC(NC(C)C(=O)N1CCCC1C(=O)O)C(=O)O,CHEMBL108606,8.10,IC50,nM,7.943,CHEMBL1808,-Log IC50,,8.1
CC(NC(CCC(=O)Nc1ccc(I)cc1)C(=O)O)C(=O)N1CCCC1C(=O)O,CHEMBL110925,9.10,IC50,nM,0.7943,CHEMBL1808,-Log IC50,,9.1
CC(NC(=O)C1CCCCC1S)C(=O)N1CCCC1C(=O)O,CHEMBL107700,8.00,IC50,nM,10.0,CHEMBL1808,-Log IC50,,8.0
CC1(CS)C(=O)N2CCCC(C(=O)O)N2C1=O,CHEMBL105790,5.50,IC50,nM,3162.28,CHEMBL1808,-Log IC50,,5.5
O=C(O)C1CCCN1C(=O)C1CCCC1S,CHEMBL321012,6.90,IC50,nM,125.89,CHEMBL1808,-Log IC50,,6.9
O=C(O)CN1C(=O)C(NC(CCc2ccccc2)C(=O)O)CCc2ccccc21,CHEMBL80906,8.00,IC50,nM,10.0,CHEMBL1808,-Log IC50,,8.0
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,CHEMBL105890,8.40,IC50,nM,3.981,CHEMBL1808,-Log IC50,,8.4
O=C(O)CNC(=O)C(CS)Cc1ccccc1,CHEMBL10247,6.50,IC50,nM,316.23,CHEMBL1808,-Log IC50,,6.5
CC(OP(=O)(O)C(CCc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCCC1C(=O)O,CHEMBL109178,7.40,IC50,nM,39.81,CHEMBL1808,-Log IC50,,7.4
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL577,8.40,IC50,nM,3.981,CHEMBL1808,-Log IC50,,8.4
O=C(O)CCc1cc(O)c2n(c1=O)C(C(=O)O)CC2,CHEMBL107635,7.50,IC50,nM,31.62,CHEMBL1808,-Log IC50,,7.5
O=C(NC(Cc1ccccc1)C(=O)CCC(=O)N1CCCC1C(=O)O)c1ccccc1,CHEMBL10465,8.00,IC50,nM,10.0,CHEMBL1808,-Log IC50,,8.0
CC(NP(=O)(O)CCc1ccccc1)C(=O)N1CCCC1C(=O)O,CHEMBL62955,7.60,IC50,nM,25.12,CHEMBL1808,-Log IC50,,7.6
CC(NC(CCc1cccc2ccccc12)C(=O)O)C(=O)N1CCCC1C(=O)O,CHEMBL105971,8.50,IC50,nM,3.162,CHEMBL1808,-Log IC50,,8.5
CC(C)CC(NP(=O)(O)OC1OC(C)C(O)C(O)C1O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,CHEMBL41289,8.30,IC50,nM,5.012,CHEMBL1808,-Log IC50,,8.3
O=C(O)C1CCCN2C(=O)CC(CS)C(=O)N12,CHEMBL325544,6.90,IC50,nM,125.89,CHEMBL1808,-Log IC50,,6.9
CC(NP(=O)(O)O)C(=O)C1CCCC1C(=O)O,CHEMBL110870,8.30,IC50,nM,5.012,CHEMBL1808,-Log IC50,,8.3
O=C(O)C1CC2(CN1C(=O)CP(=O)(O)CCCCc1ccccc1)SCCS2,CHEMBL108988,7.90,IC50,nM,12.59,CHEMBL1808,-Log IC50,,7.9
CC(CS)C(=O)N1C(=O)CCC1C(=O)O,CHEMBL110375,7.50,IC50,nM,31.62,CHEMBL1808,-Log IC50,,7.5
CC1CCCC(NC(CCc2ccccc2)C(=O)O)C(=O)N1CC(=O)O,CHEMBL110439,8.00,IC50,nM,10.0,CHEMBL1808,-Log IC50,,8.0
O=C(O)CC(=O)NC(CS)Cc1ccccc1,CHEMBL38405,,IC50,nM,1000000000.0,CHEMBL1808,-Log IC50,,0.0
O=C(O)C1CCC(=O)N1CCCS,CHEMBL323051,,IC50,nM,1000000000.0,CHEMBL1808,-Log IC50,,0.0
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL1560,7.10,IC50,nM,79.43,CHEMBL1808,-Log IC50,,7.1
O=C(O)C(CCc1ccccc1)NC1CCCC2SCC(C(=O)O)N2C1=O,CHEMBL322266,8.70,IC50,nM,1.995,CHEMBL1808,-Log IC50,,8.7
O=C(O)C1CCCN1C(=O)C1CCC1S,CHEMBL106193,6.80,IC50,nM,158.49,CHEMBL1808,-Log IC50,,6.8
O=C(SC1CCCC1C(=O)N1CCCC1C(=O)O)c1ccccc1,CHEMBL111578,7.20,IC50,nM,63.1,CHEMBL1808,-Log IC50,,7.2
O=C(O)Cn1c(=O)n2n(c1=O)C(C(=O)O)C=CC2,CHEMBL326902,8.50,IC50,nM,3.162,CHEMBL1808,-Log IC50,,8.5
O=C(O)C1C=CCn2c(=O)n(CS)c(=O)n21,CHEMBL322291,5.60,IC50,nM,2511.89,CHEMBL1808,-Log IC50,,5.6
CC(CS)C(=O)N1c2ccccc2CC1C(=O)O,CHEMBL23849,7.90,IC50,nM,12.59,CHEMBL1808,-Log IC50,,7.9
O=C(O)C1CSC(c2ccccc2O)N1C(=O)CCS,CHEMBL110444,7.70,IC50,nM,19.95,CHEMBL1808,-Log IC50,,7.7
CC(C)C(C(=O)NC(Cc1ccc(O)cc1)C(=O)O)C(S)CCc1ccccc1,CHEMBL172787,5.35,IC50,nM,4500.0,CHEMBL1808,IC50,uM,4.5
CCOC(=O)[C@H](CSCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL40963,,IC50,nM,,CHEMBL1808,IC50,nM,
CC(C)C[C@@H](S)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,CHEMBL174237,5.30,IC50,nM,5000.0,CHEMBL1808,IC50,uM,5.0
CCCCC(NC(=O)C(Cc1ccccc1)C(C)S)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,CHEMBL174066,5.21,IC50,nM,6100.0,CHEMBL1808,IC50,uM,6.1
CCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,CHEMBL44139,8.22,IC50,nM,6.0,CHEMBL1808,IC50,nM,6.0
CC(C)CC(S)CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,CHEMBL367174,5.55,IC50,nM,2800.0,CHEMBL1808,IC50,uM,2.8
CCOC(=O)[C@H](CCCCNC(=O)c1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL288370,,IC50,nM,,CHEMBL1808,IC50,nM,
CCOC(=O)[C@H](COCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL287921,,IC50,nM,,CHEMBL1808,IC50,nM,
O=C(O)CN1C(=O)[C@@H](N[C@@H](CSCc2ccccc2)C(=O)O)CCc2ccccc21,CHEMBL289267,8.54,IC50,nM,2.9,CHEMBL1808,IC50,nM,2.9
CC(C)C(NC(=O)C(Cc1ccccc1)C(C)S)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,CHEMBL176960,5.89,IC50,nM,1300.0,CHEMBL1808,IC50,uM,1.3
O=C(O)CN1C(=O)[C@@H](N[C@@H](CSc2ccccc2)C(=O)O)CCc2ccccc21,CHEMBL38613,8.40,IC50,nM,4.0,CHEMBL1808,IC50,nM,4.0
O=C(O)C(Cc1ccc(O)cc1)NC(=O)C(Cc1ccccc1)C(S)CCc1ccccc1,CHEMBL175110,5.80,IC50,nM,1600.0,CHEMBL1808,IC50,uM,1.6
CCOC(=O)[C@H](CCCCN)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL417169,7.40,IC50,nM,40.0,CHEMBL1808,IC50,nM,40.0
CCOC(=O)[C@H](CCSC)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL41081,,IC50,nM,,CHEMBL1808,IC50,nM,
O=C(O)CNC(=O)C(CS)Cc1ccccc1,CHEMBL10247,6.85,IC50,nM,140.0,CHEMBL1808,IC50,uM,0.14
CC(C)CC(S)C(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,CHEMBL171850,6.15,IC50,nM,710.0,CHEMBL1808,IC50,uM,0.71
CCOC(=O)[C@H](CSc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL40535,,IC50,nM,,CHEMBL1808,IC50,nM,
O=C(O)CN1C(=O)[C@@H](N[C@@H](Cc2ccccc2)C(=O)O)CCc2ccccc21,CHEMBL290802,8.07,IC50,nM,8.5,CHEMBL1808,IC50,nM,8.5
COC(=O)[C@H](CC(C)C)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL290328,6.00,IC50,nM,1000.0,CHEMBL1808,IC50,nM,1000.0
CCOC(=O)[C@H](Cc1c[nH]c2ccccc12)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL296331,6.27,IC50,nM,540.0,CHEMBL1808,IC50,nM,540.0
CCC(C)C(NC(=O)C(Cc1ccccc1)C(C)S)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,CHEMBL172978,6.52,IC50,nM,300.0,CHEMBL1808,IC50,uM,0.3
CC(C)C[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,CHEMBL40806,7.35,IC50,nM,45.0,CHEMBL1808,IC50,nM,45.0
CC(C)CC(S)C(Cc1ccccc1)C(=O)NC(C)C(=O)O,CHEMBL55286,4.92,IC50,nM,12000.0,CHEMBL1808,IC50,uM,12.0
O=C(O)CN1C(=O)[C@@H](N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)CCc2ccccc21,CHEMBL44077,7.89,IC50,nM,13.0,CHEMBL1808,IC50,nM,13.0
CC(C)CC(S)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,CHEMBL173919,5.40,IC50,nM,4000.0,CHEMBL1808,IC50,uM,4.0
CCOC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL289618,7.82,IC50,nM,15.0,CHEMBL1808,IC50,nM,15.0
CSCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,CHEMBL416979,8.19,IC50,nM,6.5,CHEMBL1808,IC50,nM,6.5
O=C(O)CN1C(=O)[C@@H](N[C@@H](CCCCNC(=O)OCc2ccccc2)C(=O)O)CCc2ccccc21,CHEMBL432689,7.89,IC50,nM,13.0,CHEMBL1808,IC50,nM,13.0
O=C(O)CN1C(=O)[C@@H](N[C@@H](COCc2ccccc2)C(=O)O)CCc2ccccc21,CHEMBL42683,8.00,IC50,nM,10.0,CHEMBL1808,IC50,nM,10.0
CC(C)(C)OC(=O)NCCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,CHEMBL40420,8.40,IC50,nM,4.0,CHEMBL1808,IC50,nM,4.0
CCOC(=O)[C@H](Cc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL290521,,IC50,nM,,CHEMBL1808,IC50,nM,
O=C(O)CN1C(=O)[C@@H](N[C@@H](CSCCc2ccccc2)C(=O)O)CCc2ccccc21,CHEMBL42976,8.15,IC50,nM,7.0,CHEMBL1808,IC50,nM,7.0
CCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)OCC,CHEMBL41045,,IC50,nM,,CHEMBL1808,IC50,nM,
CC(S)C(Cc1ccccc1)C(=O)NCC(=O)O,CHEMBL366937,4.96,IC50,nM,11000.0,CHEMBL1808,IC50,uM,11.0
NCCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,CHEMBL430554,8.15,IC50,nM,7.0,CHEMBL1808,IC50,nM,7.0
CCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,CHEMBL41985,8.30,IC50,nM,5.0,CHEMBL1808,IC50,nM,5.0
CCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)OCC,CHEMBL40709,5.58,IC50,nM,2600.0,CHEMBL1808,IC50,nM,2600.0
CC(NC(=O)C(Cc1ccccc1)C(S)CCc1ccccc1)C(=O)O,CHEMBL54601,5.40,IC50,nM,4000.0,CHEMBL1808,IC50,uM,4.0
CC(C)CC(S)CC(=O)NC(Cc1ccccc1)C(=O)O,CHEMBL173287,5.00,IC50,nM,10000.0,CHEMBL1808,IC50,uM,10.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL578,8.35,IC50,nM,4.5,CHEMBL1808,IC50,nM,4.5
CC(C)C[C@H](S)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,CHEMBL2110258,5.00,IC50,nM,10000.0,CHEMBL1808,IC50,uM,10.0
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL1560,7.82,IC50,nM,15.0,CHEMBL1808,IC50,nM,15.0
CC(C)C[C@H](S)[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,CHEMBL2110347,4.79,IC50,nM,16100.0,CHEMBL1808,IC50,uM,16.1
CC1(C)CCCC(NC(=O)[C@@H](S)Cc2ccccc2)C(=O)N1CC(=O)O,CHEMBL114658,7.92,IC50,nM,12.0,CHEMBL1808,IC50,nM,12.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,CHEMBL1519,9.03,IC50,nM,0.93,CHEMBL1808,IC50,nM,0.93
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,CHEMBL1165,8.59,IC50,nM,2.6,CHEMBL1808,IC50,nM,2.6
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,CHEMBL1168,8.40,IC50,nM,4.0,CHEMBL1808,IC50,nM,4.0
CCCC[C@H](CN(O)C=O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,CHEMBL431210,,IC50,nM,100000.0,CHEMBL1808,IC50,nM,100000.0
O=C(O)C(CCc1ccccc1)N[C@@H](Cc1ccccc1)C(=O)NC[C@H](O)C(=O)O,CHEMBL113759,,IC50,nM,10000.0,CHEMBL1808,IC50,nM,10000.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL838,8.77,IC50,nM,1.7,CHEMBL1808,IC50,nM,1.7
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL578,8.35,IC50,nM,4.5,CHEMBL1808,IC50,nM,4.5
O=C(O)CNC(=O)C(CS)Cc1ccccc1,CHEMBL10247,6.07,IC50,nM,860.0,CHEMBL1808,IC50,nM,860.0
O=C(O)CNC(=O)C(CS)Cc1ccccc1,CHEMBL10247,6.85,IC50,nM,140.0,CHEMBL1808,IC50,nM,140.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,CHEMBL1592,8.08,IC50,nM,8.3,CHEMBL1808,IC50,nM,8.3
CCCCC(CN(O)C=O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,CHEMBL84969,,IC50,nM,,CHEMBL1808,IC50,nM,
