canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,target_chembl_id,type,units,value
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL1237,8.33,IC50,nM,4.7,CHEMBL1808,IC50,nM,4.7
CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,CHEMBL3039598,9.00,IC50,nM,1.0,CHEMBL1808,IC50,nM,1.0
C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,CHEMBL331378,9.40,IC50,nM,0.4,CHEMBL1808,IC50,nM,0.4
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CHEMBL191,7.72,IC50,nM,19.0,CHEMBL1808,IC50,nM,19.0
CCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C,CHEMBL308333,,IC50,nM,100000.0,CHEMBL1808,IC50,nM,100000.0
O=C(NC1CCC[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,CHEMBL325056,8.30,IC50,nM,5.0,CHEMBL1808,IC50,nM,5.0
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL1560,7.64,IC50,nM,23.0,CHEMBL1808,IC50,nM,23.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL578,6.85,IC50,nM,140.0,CHEMBL1808,IC50,M,1.4E-7
CCOC(=O)C(CCc1ccccc1)S(=O)(=O)C(C)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL1907753,,IC50,nM,,CHEMBL1808,IC50,M,
CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,CHEMBL1907754,6.34,IC50,nM,460.0,CHEMBL1808,IC50,M,4.6E-7
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,CHEMBL2079671,7.00,IC50,nM,100.0,CHEMBL1808,IC50,M,1E-7
CCOC(=O)C(CCc1ccccc1)OC(C)C(=O)N1CCCC1C(=O)O,CHEMBL284494,6.66,IC50,nM,220.0,CHEMBL1808,IC50,M,2.2E-7
CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,CHEMBL1907760,5.70,IC50,nM,2000.0,CHEMBL1808,IC50,M,0.000002
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,CHEMBL1592,8.08,IC50,nM,8.3,CHEMBL1808,IC50,M,8.3E-9
CC(SC(CCc1ccccc1)C(=O)O)C(=O)NC1(C(=O)O)CCCC1,CHEMBL285008,,IC50,nM,,CHEMBL1808,IC50,M,
CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1CCCC1C(=O)O,CHEMBL25996,5.54,IC50,nM,2900.0,CHEMBL1808,IC50,M,0.0000029
CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1CSC[C@@H]1C(=O)O,CHEMBL1907759,5.32,IC50,nM,4800.0,CHEMBL1808,IC50,M,0.0000048
CCOC(=O)C(CCc1ccccc1)OC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,CHEMBL25782,7.85,IC50,nM,14.0,CHEMBL1808,IC50,M,1.4E-8
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,CHEMBL2079670,6.58,IC50,nM,260.0,CHEMBL1808,IC50,M,2.6E-7
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,CHEMBL1733,6.55,IC50,nM,280.0,CHEMBL1808,IC50,M,2.8E-7
CCOC(=O)C(CCc1ccccc1)OC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,CHEMBL284898,7.62,IC50,nM,24.0,CHEMBL1808,IC50,M,2.4E-8
CC(OC(CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2CC1C(=O)O,CHEMBL26226,7.07,IC50,nM,86.0,CHEMBL1808,IC50,M,8.6E-8
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL577,5.51,IC50,nM,3100.0,CHEMBL1808,IC50,M,0.0000031
CC(SC(CCc1ccccc1)C(=O)O)C(=O)NC1(C(=O)O)CCC(c2ccccc2)CC1,CHEMBL26008,,IC50,nM,,CHEMBL1808,IC50,M,
CC(SC(CCc1ccccc1)C(=O)O)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,CHEMBL1907755,6.85,IC50,nM,140.0,CHEMBL1808,IC50,M,1.4E-7
CC(SC(CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL1907762,6.24,IC50,nM,580.0,CHEMBL1808,IC50,M,5.8E-7
CCOC(=O)C(CCc1ccccc1)[S+]([O-])C(C)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,CHEMBL1907752,6.66,IC50,nM,220.0,CHEMBL1808,IC50,M,2.2E-7
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL1560,5.89,IC50,nM,1300.0,CHEMBL1808,IC50,M,0.0000013
CC(OC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,CHEMBL285897,6.96,IC50,nM,110.0,CHEMBL1808,IC50,M,1.1E-7
CC(C(=O)N1CCC[C@H]1C(=O)O)S(=O)(=O)C(CCc1ccccc1)C(=O)O,CHEMBL1907751,,IC50,nM,,CHEMBL1808,IC50,M,
O=C1N[C@H](C(=O)O)Cc2ccccc2CCCCCC[C@@H]1CS,CHEMBL147755,6.14,IC50,nM,725.0,CHEMBL1808,IC50,nM,725.0
O=C1N[C@H](C(=O)O)CCCCc2ccccc2C[C@@H]1CS,CHEMBL150222,,IC50,nM,10000.0,CHEMBL1808,IC50,nM,10000.0
O=C1N[C@H](C(=O)O)CCCCCCc2ccccc2C[C@H]1CS,CHEMBL146573,,IC50,nM,10000.0,CHEMBL1808,IC50,nM,10000.0
O=C1N[C@@H](C(=O)O)Cc2ccccc2CCCCCCC[C@@H]1CS,CHEMBL423574,,IC50,nM,10000.0,CHEMBL1808,IC50,nM,10000.0
O=C1N[C@H](C(=O)O)CCCCc2ccccc2C[C@H]1CS,CHEMBL346424,,IC50,nM,10000.0,CHEMBL1808,IC50,nM,10000.0
O=C1N[C@H](C(=O)O)CCCCCCc2ccccc2C[C@@H]1CS,CHEMBL149841,,IC50,nM,10000.0,CHEMBL1808,IC50,nM,10000.0
O=C1N[C@H](C(=O)O)CCCCCc2cccc(c2)C[C@H]1CS,CHEMBL148840,5.85,IC50,nM,1400.0,CHEMBL1808,IC50,nM,1400.0
O=C1N[C@H](C(=O)O)CCCCCc2ccccc2C[C@H]1CS,CHEMBL357311,5.70,IC50,nM,2000.0,CHEMBL1808,IC50,nM,2000.0
O=C1N[C@H](C(=O)O)Cc2ccccc2CCCCCCC[C@@H]1CS,CHEMBL433702,,IC50,nM,,CHEMBL1808,IC50,nM,
O=C1N[C@H](C(=O)O)CCCCCCc2cccc(c2)C[C@H]1CS,CHEMBL147526,6.93,IC50,nM,118.0,CHEMBL1808,IC50,nM,118.0
O=C1N[C@H](C(=O)O)CCCCCc2cccc(c2)C[C@@H]1CS,CHEMBL147185,8.40,IC50,nM,4.0,CHEMBL1808,IC50,nM,4.0
O=C1N[C@@H](C(=O)O)Cc2ccccc2CCCCCC[C@@H]1CS,CHEMBL149367,6.33,IC50,nM,470.0,CHEMBL1808,IC50,nM,470.0
O=C1N[C@H](C(=O)O)CCCCCCc2cccc(c2)C[C@@H]1CS,CHEMBL357584,6.76,IC50,nM,175.0,CHEMBL1808,IC50,nM,175.0
O=C1N[C@H](C(=O)O)CCCCCc2ccccc2C[C@@H]1CS,CHEMBL342091,5.10,IC50,nM,8000.0,CHEMBL1808,IC50,nM,8000.0
C[C@H](CS)C(=O)N1Cc2[nH]c3ccccc3c2CC1C(=O)O,CHEMBL148616,6.30,IC50,nM,500.0,CHEMBL1808,IC50,nM,500.0
O=C1N[C@@H](C(=O)O)Cc2ccccc2CCCCC[C@@H]1CS,CHEMBL148140,5.22,IC50,nM,6000.0,CHEMBL1808,IC50,nM,6000.0
O=C(O)CN1CCCC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C1=O,CHEMBL299169,7.66,IC50,nM,22.0,CHEMBL1808,I50,nM,22.0
O=C(O)CN1C(=O)[C@@H](NC(=O)[C@H](S)Cc2ccccc2)CCc2ccccc21,CHEMBL422944,6.55,IC50,nM,284.0,CHEMBL1808,I50,nM,284.0
C[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL50480,7.62,IC50,nM,24.0,CHEMBL1808,I50,nM,24.0
C[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)N(CC(=O)O)c1ccccc1,CHEMBL300016,7.85,IC50,nM,14.0,CHEMBL1808,I50,nM,14.0
O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CCc2ccccc21,CHEMBL299639,7.92,IC50,nM,12.0,CHEMBL1808,I50,nM,12.0
O=C(O)CN1C(=O)[C@H](NC(=O)[C@@H](S)Cc2ccccc2)CCc2ccccc21,CHEMBL50315,6.51,IC50,nM,306.0,CHEMBL1808,I50,nM,306.0
CC(S)(Cc1ccccc1)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL48534,7.20,IC50,nM,63.0,CHEMBL1808,I50,nM,63.0
CCCC[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL299875,8.27,IC50,nM,5.4,CHEMBL1808,I50,nM,5.4
O=C(O)CN1Cc2ccccc2C[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C1=O,CHEMBL51576,7.48,IC50,nM,33.0,CHEMBL1808,I50,nM,33.0
O=C(O)CN1C(=O)C(NC(=O)[C@@H](S)Cc2ccccc2)CCCc2ccccc21,CHEMBL50814,7.60,IC50,nM,25.0,CHEMBL1808,I50,nM,25.0
O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)CC2CCCCC2)CCc2ccccc21,CHEMBL299438,7.66,IC50,nM,22.0,CHEMBL1808,I50,nM,22.0
CC(C)C[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL415932,8.20,IC50,nM,6.3,CHEMBL1808,I50,nM,6.3
CC(S)(Cc1ccccc1)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL48534,6.74,IC50,nM,183.0,CHEMBL1808,I50,nM,183.0
CCCCN1C[C@@H](C(=O)O)N(C(=O)[C@H](C)N[C@@H](CCc2ccccc2)C(=O)O)C1=O,CHEMBL317304,8.17,IC50,nM,6.7,CHEMBL1808,IC50,M,6.7E-9
O=C(N[C@@H](Cc1ccccc1)C(=O)CCC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,CHEMBL435360,7.16,IC50,nM,70.0,CHEMBL1808,I 50,uM,0.07
CC(C)C[C@H](N)C(=O)N[C@@H](C)C(=O)N1CCC[C@@H]1C(=O)O,CHEMBL340119,5.64,IC50,nM,2300.0,CHEMBL1808,IC50,nM,2300.0
CCCCCCCC[C@H](N[C@@H](CC)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O)C(=O)O,CHEMBL100063,8.62,IC50,nM,2.4,CHEMBL1808,IC50,M,2.4E-9
Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)N2CCC[C@H]2C(=O)O)cc1,CHEMBL29031,4.17,IC50,nM,67000.0,CHEMBL1808,I 50,uM,67.0
CC(NC(=O)C(Cc1ccccc1)CC(S)c1ccccc1)C(=O)O,CHEMBL54942,5.46,IC50,nM,3500.0,CHEMBL1808,IC50,uM,3.5
C[C@H](N)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL414828,,IC50,nM,110000.0,CHEMBL1808,IC50,M,0.00011
CCC(C)C(CC(S)CCc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,CHEMBL54823,5.54,IC50,nM,2900.0,CHEMBL1808,IC50,uM,2.9
CCCCCCCC[C@H](N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)O,CHEMBL101469,8.82,IC50,nM,1.5,CHEMBL1808,IC50,M,1.5E-9
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL1560,6.52,IC50,nM,300.0,CHEMBL1808,I 50,uM,0.3
O=C(NC(Cc1ccc(O)cc1)C(=O)O)C(Cc1ccccc1)CC(S)Cc1ccccc1,CHEMBL301703,5.62,IC50,nM,2400.0,CHEMBL1808,IC50,uM,2.4
C[C@@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O,CHEMBL100586,5.62,IC50,nM,2400.0,CHEMBL1808,IC50,M,0.0000024
C[C@H](NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)O,CHEMBL129432,4.80,IC50,nM,16000.0,CHEMBL1808,IC50,nM,16000.0
C[C@H](N[C@@H](Cc1ccccc1)C(=O)O)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O,CHEMBL101409,7.96,IC50,nM,11.0,CHEMBL1808,IC50,M,1.1E-8
CC(C)CC[C@H](N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)O,CHEMBL430689,8.48,IC50,nM,3.3,CHEMBL1808,IC50,M,3.3E-9
O=C(O)CCNC(=O)C(Cc1ccccc1)CC(S)Cc1ccccc1,CHEMBL54477,5.46,IC50,nM,3500.0,CHEMBL1808,IC50,uM,3.5
N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,CHEMBL27560,4.70,IC50,nM,20000.0,CHEMBL1808,I 50,uM,20.0
N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@@H]1C(=O)O,CHEMBL338446,4.11,IC50,nM,78000.0,CHEMBL1808,IC50,nM,78000.0
C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N1CCC[C@@H]1C(=O)O,CHEMBL128399,5.38,IC50,nM,4200.0,CHEMBL1808,IC50,nM,4200.0
CCCCCCCC[C@H](N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O)C(=O)O,CHEMBL101360,8.80,IC50,nM,1.6,CHEMBL1808,IC50,M,1.6E-9
CCC(C)C(S)CC(C(=O)NC(Cc1ccc(O)cc1)C(N)=O)C(C)CC,CHEMBL53621,5.40,IC50,nM,4000.0,CHEMBL1808,IC50,uM,4.0
CCC(C)C(S)CC(Cc1ccccc1)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)O,CHEMBL55520,5.10,IC50,nM,8000.0,CHEMBL1808,IC50,uM,8.0
CC(NC(=O)C(Cc1ccccc1)CC(S)Cc1ccccc1)C(=O)O,CHEMBL293794,5.42,IC50,nM,3800.0,CHEMBL1808,IC50,uM,3.8
CCC(C)C(S)CC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(N)=O,CHEMBL54796,5.46,IC50,nM,3500.0,CHEMBL1808,IC50,uM,3.5
CCC(C)C(CC(S)Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,CHEMBL55583,6.10,IC50,nM,800.0,CHEMBL1808,IC50,uM,0.8
CCC(C)C(S)CC(C(=O)NC(Cc1ccc(O)cc1)C(=O)O)C(C)CC,CHEMBL53678,5.47,IC50,nM,3400.0,CHEMBL1808,IC50,uM,3.4
CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CHEMBL91090,5.43,IC50,nM,3700.0,CHEMBL1808,IC50,nM,3700.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O,CHEMBL328847,5.10,IC50,nM,7900.0,CHEMBL1808,IC50,M,0.0000079
CCCCCCCC[C@H](N[C@@H](CC)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)O,CHEMBL328378,8.68,IC50,nM,2.1,CHEMBL1808,IC50,M,2.1E-9
C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL28361,5.85,IC50,nM,1400.0,CHEMBL1808,I 50,uM,1.4
C[C@H](N)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,CHEMBL102044,5.00,IC50,nM,10000.0,CHEMBL1808,IC50,M,0.00001
CCCCCCCC[C@H](N[C@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O)C(=O)O,CHEMBL100966,5.62,IC50,nM,2400.0,CHEMBL1808,IC50,M,0.0000024
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,CHEMBL317094,5.00,IC50,nM,9900.0,CHEMBL1808,IC50,M,0.0000099
CCCC[C@H](N)C(=O)N[C@@H](C)C(=O)N1CCC[C@@H]1C(=O)O,CHEMBL340152,6.16,IC50,nM,700.0,CHEMBL1808,IC50,nM,700.0
O=C(N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,CHEMBL32032,5.03,IC50,nM,9400.0,CHEMBL1808,I 50,uM,9.4
CCC(C)C1CC(Cc2ccccc2)SC1=O,CHEMBL55103,5.64,IC50,nM,2300.0,CHEMBL1808,IC50,uM,2.3
CCCCCCCC[C@H](N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O)C(=O)OCC,CHEMBL316865,5.29,IC50,nM,5100.0,CHEMBL1808,IC50,M,0.0000051
C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL264538,6.14,IC50,nM,730.0,CHEMBL1808,I 50,uM,0.73
CC(NC(=O)C(Cc1ccccc1)C(S)CCc1ccccc1)C(=O)O,CHEMBL54601,5.40,IC50,nM,4000.0,CHEMBL1808,IC50,uM,4.0
CCCCCCCC[C@H](N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)OCC,CHEMBL328811,5.66,IC50,nM,2200.0,CHEMBL1808,IC50,M,0.0000022
CCC(C)C(CC(S)Cc1ccccc1)C(=O)N1CCCC1C(=O)O,CHEMBL55613,5.55,IC50,nM,2800.0,CHEMBL1808,IC50,uM,2.8
CCC(C)C(CC(S)Cc1ccccc1)C(=O)O,CHEMBL53141,5.40,IC50,nM,4000.0,CHEMBL1808,IC50,uM,4.0
CC(C)C[C@H](N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)O,CHEMBL99798,8.68,IC50,nM,2.1,CHEMBL1808,IC50,M,2.1E-9
C[C@H](N)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O,CHEMBL421581,5.82,IC50,nM,1500.0,CHEMBL1808,IC50,M,0.0000015
CC(C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CHEMBL91777,5.77,IC50,nM,1700.0,CHEMBL1808,IC50,nM,1700.0
O=C(O)C1CCCN1C(=O)C(Cc1ccccc1)CC(S)Cc1ccccc1,CHEMBL54457,5.44,IC50,nM,3600.0,CHEMBL1808,IC50,uM,3.6
CC(C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CHEMBL91777,5.80,IC50,nM,1600.0,CHEMBL1808,IC50,M,0.0000016
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)O,CHEMBL408983,6.66,IC50,nM,220.0,CHEMBL1808,I 50,uM,0.22
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O,CHEMBL100413,8.77,IC50,nM,1.7,CHEMBL1808,IC50,M,1.7E-9
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL577,8.54,IC50,nM,2.9,CHEMBL1808,IC50,M,2.9E-9
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,CHEMBL99701,8.77,IC50,nM,1.7,CHEMBL1808,IC50,M,1.7E-9
CC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O,CHEMBL100826,8.64,IC50,nM,2.3,CHEMBL1808,IC50,M,2.3E-9
CCC(C)C(S)CC(Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CHEMBL55721,5.36,IC50,nM,4400.0,CHEMBL1808,IC50,uM,4.4
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C(=O)NC[C@H]1C(=O)O,CHEMBL431052,8.46,IC50,nM,3.5,CHEMBL1808,IC50,M,3.5E-9
CC(C)C[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,CHEMBL92676,,IC50,nM,1000.0,CHEMBL1808,IC50,nM,1000.0
C[C@H](N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O)P(=O)(O)O,CHEMBL92126,7.36,IC50,nM,44.0,CHEMBL1808,IC50,nM,44.0
O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NCP(=O)(O)O,CHEMBL329464,6.33,IC50,nM,473.0,CHEMBL1808,IC50,nM,473.0
CC[C@@H](C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,CHEMBL90545,7.30,IC50,nM,50.0,CHEMBL1808,IC50,nM,50.0
O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc2ccccc2c1)NCP(=O)(O)O,CHEMBL92326,7.28,IC50,nM,53.0,CHEMBL1808,IC50,nM,53.0
Cc1ccccc1C[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,CHEMBL91399,6.30,IC50,nM,498.0,CHEMBL1808,IC50,nM,498.0
CC(C)Oc1ccc(C[C@H](NC(=O)[C@@H](NCP(=O)(O)O)C(C)C)C(=O)O)cc1,CHEMBL328030,7.04,IC50,nM,92.0,CHEMBL1808,IC50,nM,92.0
COc1ccccc1C[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,CHEMBL93785,6.80,IC50,nM,160.0,CHEMBL1808,IC50,nM,160.0
CC(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](CCc1ccccc1)C(=O)O,CHEMBL93562,7.00,IC50,nM,100.0,CHEMBL1808,IC50,nM,100.0
CC(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CHEMBL92949,6.62,IC50,nM,240.0,CHEMBL1808,IC50,nM,240.0
CC[C@H](C)C(N[C@@H](C)C(=O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,CHEMBL94173,7.66,IC50,nM,22.0,CHEMBL1808,IC50,nM,22.0
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL1560,8.00,IC50,nM,10.0,CHEMBL1808,IC50,nM,10.0
O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)NCP(=O)(O)O,CHEMBL418959,6.38,IC50,nM,414.0,CHEMBL1808,IC50,nM,414.0
C[C@H](OCc1ccccc1)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,CHEMBL366503,6.18,IC50,nM,656.0,CHEMBL1808,IC50,nM,656.0
O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)C1(NCP(=O)(O)O)CCCC1,CHEMBL329666,,IC50,nM,1000.0,CHEMBL1808,IC50,nM,1000.0
O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc(O)cc1)NCP(=O)(O)O,CHEMBL420253,,IC50,nM,1000.0,CHEMBL1808,IC50,nM,1000.0
O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc2c(c1)OCO2)NCP(=O)(O)O,CHEMBL328463,6.83,IC50,nM,147.0,CHEMBL1808,IC50,nM,147.0
O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@@H](NCP(=O)(O)O)C1CCCCC1,CHEMBL92638,,IC50,nM,1000.0,CHEMBL1808,IC50,nM,1000.0
CC(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(C2CCCCC2)cc1)C(=O)O,CHEMBL93167,6.91,IC50,nM,122.0,CHEMBL1808,IC50,nM,122.0
CC(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,CHEMBL329894,,IC50,nM,1000.0,CHEMBL1808,IC50,nM,1000.0
CC(C)(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,CHEMBL93206,,IC50,nM,1000.0,CHEMBL1808,IC50,nM,1000.0
CC(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N1C[C@H](O)C[C@H]1C(=O)O,CHEMBL329372,,IC50,nM,1000.0,CHEMBL1808,IC50,nM,1000.0
C[C@H](O)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,CHEMBL327799,6.18,IC50,nM,665.0,CHEMBL1808,IC50,nM,665.0
O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccccc1)NCP(=O)(O)O,CHEMBL93180,6.93,IC50,nM,117.0,CHEMBL1808,IC50,nM,117.0
O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1c[nH]cn1)NCP(=O)(O)O,CHEMBL315669,,IC50,nM,1000.0,CHEMBL1808,IC50,nM,1000.0
C[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,CHEMBL91218,6.18,IC50,nM,660.0,CHEMBL1808,IC50,nM,660.0
